Testing_Date,Province,Province_Code,District,District_Code,Locality,Locality_Code,Financing,Type,Total_Tests,Positive_Cases
2020-04-01,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Private,Private,2,0
2020-04-01,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,1,1
2020-04-01,Salta,66,Capital City,28,SALTA,50,Private,Private,1,1
2020-04-01,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,6,0
2020-04-01,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,47,2
2020-04-01,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,1,0
2020-04-01,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,9,0
2020-04-01,Río Negro,62,General Roca,42,GENERAL ROCA,450,Private,Private,1,0
2020-04-01,Tucumán,90,Cruz Alta,14,BANDA DEL RIO SALI,20,Public,Provincial,2,0
2020-04-01,Salta,66,Capital City,28,SALTA,50,Public,Provincial,8,1
2020-04-01,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,9,7
2020-04-01,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,1,1
2020-04-01,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,130,14
2020-04-01,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,6,4
2020-04-01,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,5,3
2020-04-01,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,1,1
2020-04-01,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,1,0
2020-04-01,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,18,7
2020-04-01,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,21,1
2020-04-01,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,15,0
2020-04-02,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,9,0
2020-04-02,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,23,0
2020-04-02,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,51,3
2020-04-02,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,18,1
2020-04-02,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,6,1
2020-04-02,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Private,Private,1,1
2020-04-02,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,1,0
2020-04-02,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,1,0
2020-04-02,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,15,6
2020-04-02,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,3,0
2020-04-02,San Luis,74,General Pedernera,35,VILLA MERCEDES,70,Public,Provincial,1,1
2020-04-02,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,23,3
2020-04-02,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,4,0
2020-04-02,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,2,1
2020-04-02,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,12,3
2020-04-02,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,48,6
2020-04-02,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,18,0
2020-04-02,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,1,0
2020-04-02,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,11,2
2020-04-02,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,52,7
2020-04-02,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,27,3
2020-04-02,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,13,0
2020-04-02,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Public University,2,0
2020-04-02,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,1,0
2020-04-02,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,447,78
2020-04-02,Tucumán,90,Monteros,70,MONTEROS,30,Public,Provincial,2,0
2020-04-02,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,49,5
2020-04-02,La Pampa,42,Capital City,21,SANTA ROSA,20,Public,Provincial,8,0
2020-04-02,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,58,2
2020-04-02,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Private,Private,5,0
2020-04-02,Catamarca,10,Capital City,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Public,Provincial,7,0
2020-04-02,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,16,2
2020-04-02,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,19,5
2020-04-02,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,38,7
2020-04-02,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,4,1
2020-04-02,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,21,3
2020-04-02,Chubut,26,Rawson,77,RAWSON,30,Public,Provincial,1,0
2020-04-02,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,202,18
2020-04-02,Chubut,26,Rawson,77,TRELEW,40,Public,Provincial,11,0
2020-04-02,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,87,3
2020-04-02,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,10,1
2020-04-02,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,87,25
2020-04-02,Salta,66,Capital City,28,SALTA,50,Public,Provincial,7,1
2020-04-02,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,35,5
2020-04-02,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,14,1
2020-04-02,Chaco,22,Libertador General San Martín,84,GENERAL JOSE DE SAN MARTIN,20,Public,Provincial,1,0
2020-04-02,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,29,12
2020-04-02,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,2,0
2020-04-02,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,20,5
2020-04-03,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,38,0
2020-04-03,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,14,2
2020-04-03,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,438,65
2020-04-03,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,2,2
2020-04-03,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,1,0
2020-04-03,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,39,7
2020-04-03,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,24,1
2020-04-03,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,17,0
2020-04-03,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,73,2
2020-04-03,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,62,1
2020-04-03,Buenos Aires,6,San Nicolás,763,SAN NICOLAS DE LOS ARROYOS,50,Private,Private,1,1
2020-04-03,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,1,0
2020-04-03,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,6,2
2020-04-03,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,33,12
2020-04-03,Córdoba,14,Unión,182,BELL VILLE,60,Public,Provincial,1,0
2020-04-03,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,2,1
2020-04-03,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,35,5
2020-04-03,Río Negro,62,General Roca,42,GENERAL ROCA,450,Private,Private,4,2
2020-04-03,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,141,4
2020-04-03,Buenos Aires,6,Quilmes,658,QUILMES OESTE,10,Private,Private,1,0
2020-04-03,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,27,0
2020-04-03,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,62,5
2020-04-03,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Public,Provincial,8,1
2020-04-03,La Pampa,42,Capital City,21,SANTA ROSA,20,Public,Provincial,7,0
2020-04-03,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,37,7
2020-04-03,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,5,0
2020-04-03,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,11,1
2020-04-03,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,8,0
2020-04-03,Buenos Aires,6,Campana,126,CAMPANA,30,Public,Municipal,1,0
2020-04-03,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,19,3
2020-04-03,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,12,5
2020-04-03,Salta,66,Capital City,28,SALTA,50,Public,Provincial,3,0
2020-04-03,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Private,Private,5,0
2020-04-03,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Public University,11,2
2020-04-03,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,1,0
2020-04-03,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,47,5
2020-04-03,Buenos Aires,6,Vicente López,861,FLORIDA,10,Private,Private,6,1
2020-04-03,Buenos Aires,6,La Matanza,427,GONZALEZ CATAN,10,Public,Provincial,1,1
2020-04-03,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,3,1
2020-04-03,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Private,Private,35,11
2020-04-03,Buenos Aires,6,José C. Paz,412,TORTUGUITAS,10,Public,Provincial,1,0
2020-04-03,Buenos Aires,6,Arrecifes,77,ARRECIFES,10,Public,Municipal,1,0
2020-04-03,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,8,7
2020-04-03,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,1,0
2020-04-03,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,5,0
2020-04-03,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,98,8
2020-04-03,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,23,3
2020-04-03,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,1,0
2020-04-03,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,46,2
2020-04-03,Río Negro,62,General Roca,42,GENERAL ROCA,450,Public,Provincial,1,0
2020-04-03,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,60,1
2020-04-03,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,21,4
2020-04-03,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,11,0
2020-04-03,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Public,Provincial,4,0
2020-04-03,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,21,0
2020-04-04,Río Negro,62,General Roca,42,CIPOLLETTI,400,Public,Provincial,1,0
2020-04-04,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Public,Provincial,9,1
2020-04-04,Buenos Aires,6,San Miguel,760,SAN MIGUEL,10,Public,Municipal,3,0
2020-04-04,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,65,9
2020-04-04,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,34,4
2020-04-04,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,17,1
2020-04-04,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,1,0
2020-04-04,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,56,6
2020-04-04,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,11,1
2020-04-04,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,59,5
2020-04-04,San Juan,70,Capital City,28,SAN JUAN,10,Public,Provincial,2,0
2020-04-04,Buenos Aires,6,Pilar,638,DEL VISO,40,Public,Municipal,3,0
2020-04-04,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,382,62
2020-04-04,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,1,0
2020-04-04,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,18,5
2020-04-04,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,1,0
2020-04-04,Buenos Aires,6,Baradero,70,BARADERO,10,Public,Municipal,1,0
2020-04-04,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,26,1
2020-04-04,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,51,2
2020-04-04,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,22,4
2020-04-04,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,1,0
2020-04-04,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,23,3
2020-04-04,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,54,6
2020-04-04,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,43,7
2020-04-04,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Public,Provincial,3,0
2020-04-04,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,1,0
2020-04-04,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,13,0
2020-04-04,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,15,1
2020-04-04,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,43,2
2020-04-04,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,15,0
2020-04-04,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,16,4
2020-04-04,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,8,0
2020-04-04,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Private,Private,4,0
2020-04-04,Buenos Aires,6,Vicente López,861,FLORIDA,10,Public,Municipal,5,0
2020-04-04,Salta,66,Capital City,28,SALTA,50,Public,Provincial,8,0
2020-04-04,Buenos Aires,6,Tigre,805,GENERAL PACHECO,10,Public,Provincial,4,0
2020-04-04,Buenos Aires,6,Pilar,638,PILAR,40,Public,Municipal,4,1
2020-04-04,La Pampa,42,Capital City,21,SANTA ROSA,20,Public,Provincial,6,0
2020-04-04,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Public University,3,1
2020-04-04,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,8,0
2020-04-04,Mendoza,50,Capital City,7,3A. SECCION,10,Public,Provincial,7,1
2020-04-04,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,66,5
2020-04-04,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,2,0
2020-04-04,Buenos Aires,6,Campana,126,CAMPANA,30,Public,Municipal,2,0
2020-04-04,Buenos Aires,6,San Isidro,756,ACASSUSO,10,Public,Municipal,1,0
2020-04-04,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,1,0
2020-04-04,Buenos Aires,6,San Isidro,756,SAN ISIDRO,10,Public,Municipal,1,0
2020-04-04,Buenos Aires,6,San Nicolás,763,SAN NICOLAS DE LOS ARROYOS,50,Private,Private,2,1
2020-04-04,Córdoba,14,Capital City,14,CORDOBA,10,Private,Private,2,0
2020-04-04,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,41,9
2020-04-04,CABA,2,COMUNA 15,15,AGRONOMIA,10,Private,Private,1,0
2020-04-04,Catamarca,10,Capital City,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Public,Provincial,10,0
2020-04-04,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,14,0
2020-04-04,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,52,2
2020-04-04,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,40,3
2020-04-04,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,1,0
2020-04-04,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,6,1
2020-04-04,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,18,3
2020-04-04,Río Negro,62,General Roca,42,GENERAL ROCA,450,Private,Private,2,0
2020-04-04,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,5,1
2020-04-04,Chaco,22,25 de Mayo,168,MACHAGAI,20,Public,Provincial,1,0
2020-04-05,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,2,0
2020-04-05,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,30,12
2020-04-05,Catamarca,10,Capital City,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Public,Provincial,1,0
2020-04-05,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,7,0
2020-04-05,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,1,0
2020-04-05,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,86,6
2020-04-05,Chaco,22,Mayor Luis J. Fontana,98,VILLA ANGELA,30,Public,Provincial,4,0
2020-04-05,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,25,2
2020-04-05,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,8,0
2020-04-05,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,259,34
2020-04-05,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,47,4
2020-04-05,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,53,6
2020-04-05,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,11,0
2020-04-05,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,20,0
2020-04-05,Río Negro,62,General Roca,42,GENERAL ROCA,450,Private,Private,2,0
2020-04-05,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,5,1
2020-04-05,Santa Cruz,78,Lago Argentino,28,EL CALAFATE,10,Public,National,1,0
2020-04-05,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,15,1
2020-04-05,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,18,3
2020-04-05,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,46,0
2020-04-05,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,3,0
2020-04-05,San Luis,74,General Pedernera,35,VILLA MERCEDES,70,Public,Provincial,1,0
2020-04-05,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,19,2
2020-04-05,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,14,4
2020-04-05,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,4,0
2020-04-05,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,2,0
2020-04-05,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Public,Provincial,1,0
2020-04-05,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,1,0
2020-04-05,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,46,1
2020-04-05,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Public University,3,1
2020-04-05,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,11,0
2020-04-05,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,125,8
2020-04-05,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,21,5
2020-04-05,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,12,3
2020-04-05,Río Negro,62,General Roca,42,GENERAL ROCA,450,Public,Provincial,1,0
2020-04-05,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,7,1
2020-04-05,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,56,4
2020-04-05,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,3,1
2020-04-05,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Public,Provincial,4,0
2020-04-05,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,19,3
2020-04-05,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,2,0
2020-04-05,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,1,0
2020-04-05,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,2,0
2020-04-05,Salta,66,Capital City,28,SALTA,50,Public,Provincial,1,0
2020-04-06,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,5,0
2020-04-06,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,9,0
2020-04-06,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,17,5
2020-04-06,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,13,1
2020-04-06,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,16,0
2020-04-06,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,10,0
2020-04-06,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,5,0
2020-04-06,Chaco,22,Libertador General San Martín,84,GENERAL JOSE DE SAN MARTIN,20,Public,Provincial,1,0
2020-04-06,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Private,Private,3,1
2020-04-06,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,199,43
2020-04-06,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,33,1
2020-04-06,San Juan,70,Capital City,28,SAN JUAN,10,Public,Provincial,3,0
2020-04-06,Buenos Aires,6,Luján,497,LUJAN,60,Private,Private,3,0
2020-04-06,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,31,1
2020-04-06,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,2,0
2020-04-06,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,20,6
2020-04-06,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,10,3
2020-04-06,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,10,0
2020-04-06,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,76,3
2020-04-06,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Public,Provincial,4,0
2020-04-06,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,113,14
2020-04-06,Salta,66,Capital City,28,SALTA,50,Public,Provincial,4,0
2020-04-06,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,27,0
2020-04-06,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,122,12
2020-04-06,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,5,0
2020-04-06,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,28,3
2020-04-06,Chaco,22,San Fernando,140,RESISTENCIA,60,Private,Private,1,1
2020-04-06,Corrientes,18,Capital City,21,CORRIENTES,20,Private,Private,6,0
2020-04-06,Mendoza,50,Capital City,7,3A. SECCION,10,Public,Provincial,4,0
2020-04-06,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,60,1
2020-04-06,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,2,0
2020-04-06,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,13,1
2020-04-06,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,51,1
2020-04-06,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,39,16
2020-04-06,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,17,7
2020-04-06,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,57,2
2020-04-06,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,3,0
2020-04-06,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,15,2
2020-04-06,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,10,0
2020-04-06,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,7,1
2020-04-06,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,103,10
2020-04-06,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,54,8
2020-04-06,San Luis,74,General Pedernera,35,VILLA MERCEDES,70,Public,Provincial,1,0
2020-04-06,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,9,2
2020-04-06,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,11,0
2020-04-06,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Private,Private,2,0
2020-04-06,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,8,0
2020-04-06,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,34,3
2020-04-06,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,4,0
2020-04-06,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,18,0
2020-04-07,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,33,0
2020-04-07,Chubut,26,Escalante,21,COMODORO RIVADAVIA,30,Public,Provincial,1,0
2020-04-07,Chubut,26,Rawson,77,TRELEW,40,Public,Provincial,10,0
2020-04-07,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,12,2
2020-04-07,CABA,2,COMUNA 14,14,PALERMO,10,Private,Private,4,0
2020-04-07,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,7,0
2020-04-07,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,9,0
2020-04-07,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Armed forces,1,0
2020-04-07,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,4,0
2020-04-07,San Luis,74,Junín,49,MERLO,60,Public,Provincial,2,0
2020-04-07,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,16,1
2020-04-07,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,27,2
2020-04-07,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Private,Private,1,0
2020-04-07,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,8,0
2020-04-07,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,33,6
2020-04-07,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,8,3
2020-04-07,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,14,2
2020-04-07,Río Negro,62,General Roca,42,VILLA REGINA,560,Public,Provincial,1,1
2020-04-07,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,5,2
2020-04-07,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,154,6
